RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,percent,DelqEver,DelqLast12M,PercentSatisfactoryTrades,NumTradesWBalance
Bad,67,62.0,8,32,10,0,0,100,122.0,7,7,10,2,40,0,2,2,89,49.0,5,3,2.0,100,0.15600624024961,False,False,100.0,10
Bad,65,121.0,1,41,20,2,2,88,9.0,2,2,26,3,27,0,5,5,15,52.0,3,4,0.0,47,0.5319148936170213,True,True,77.0,12
Good,82,89.0,14,47,24,0,0,100,122.0,7,7,24,0,29,2,1,1,7,31.0,1,2,0.0,20,0.15600624024961,False,False,100.0,4
Good,87,207.0,1,65,14,0,0,100,122.0,7,7,15,2,33,24,1,1,5,10.0,3,2,0.0,50,0.15600624024961,False,False,93.0,7
Good,59,189.0,3,107,16,1,0,60,8.0,6,5,20,1,25,36,0,0,78,96.0,5,2,2.0,88,0.5319148936170213,True,True,80.0,17
Bad,65,107.0,7,48,40,0,0,100,122.0,7,7,43,4,42,0,2,2,80,86.0,5,2,4.0,70,0.15600624024961,False,False,93.0,30
Good,77,196.0,2,77,31,0,0,100,122.0,7,7,32,5,41,2,2,2,18,92.0,5,2,2.0,70,0.15600624024961,False,False,97.0,22
Bad,65,188.0,6,112,14,0,0,87,2.0,6,6,15,1,53,36,0,0,91,78.0,2,2,1.0,100,0.5319148936170213,True,True,93.0,15
Good,81,165.0,12,95,17,0,0,100,122.0,7,7,18,0,50,0,0,0,21,29.0,2,2,1.0,80,0.15600624024961,False,False,94.0,14
Good,90,226.0,44,120,15,0,0,100,122.0,7,7,15,0,47,0,1,1,5,,1,4,0.0,63,0.15600624024961,False,False,100.0,9
Bad,58,150.0,16,72,18,2,0,55,4.0,6,5,22,0,45,0,1,1,79,38.0,7,3,0.0,91,0.5319148936170213,True,True,82.0,20
Bad,56,179.0,3,69,27,2,2,87,2.0,6,2,31,4,39,0,5,5,38,61.0,4,3,0.0,78,0.5319148936170213,True,True,87.0,24
Bad,62,33.0,2,14,9,0,0,100,122.0,7,7,10,6,20,0,3,3,73,85.0,2,2,1.0,63,0.15600624024961,False,False,90.0,6
Good,75,85.0,2,60,7,1,1,78,27.0,7,4,9,2,44,0,0,0,5,,3,1,0.5,80,0.15600624024961,True,False,78.0,7
Bad,81,190.0,17,84,10,0,0,75,25.0,7,6,35,0,50,36,1,1,4,76.0,2,2,0.0,67,0.15600624024961,True,False,29.0,23
Bad,85,364.0,16,129,14,0,0,93,58.0,7,6,14,0,36,36,2,1,3,,1,1,0.5,67,0.15600624024961,True,False,100.0,9
Good,85,139.0,4,81,28,0,0,100,122.0,7,7,29,1,45,36,2,2,0,,0,2,0.0,40,0.15600624024961,False,False,97.0,11
Bad,67,160.0,11,67,23,0,0,100,122.0,7,7,23,1,43,0,0,0,76,88.0,5,4,3.0,75,0.15600624024961,False,False,100.0,17
Good,75,162.0,12,88,16,1,1,83,7.0,6,3,18,0,33,11,0,0,13,45.0,3,3,0.0,60,0.5319148936170213,True,True,89.0,10
Good,86,189.0,2,76,19,0,0,100,122.0,7,7,24,3,58,36,0,0,5,100.0,4,3,0.0,78,0.15600624024961,False,False,79.0,18
Good,88,164.0,12,90,19,0,0,100,122.0,7,7,19,0,32,0,0,0,2,60.0,1,3,0.0,36,0.15600624024961,False,False,100.0,6
Good,77,226.0,4,77,18,0,0,89,28.0,7,6,18,2,33,0,0,0,30,90.0,2,2,0.0,80,0.15600624024961,True,False,100.0,14
Bad,64,180.0,2,83,33,2,1,78,11.0,6,5,36,2,25,36,0,0,19,56.0,4,3,1.0,64,0.5319148936170213,True,True,92.0,23
Good,84,276.0,18,80,15,0,0,100,122.0,7,7,15,0,33,17,0,0,12,,3,2,0.0,56,0.15600624024961,False,False,100.0,8
Good,85,515.0,6,139,15,0,0,100,122.0,7,7,15,1,47,0,0,0,28,,3,1,0.0,67,0.15600624024961,False,False,100.0,10
Good,75,400.0,3,140,28,0,0,96,57.5,7,6,29,2,18,36,3,3,14,82.0,11,3,0.0,71,0.15600624024961,True,False,97.0,20
Bad,78,175.0,5,93,27,0,0,100,122.0,7,7,28,2,7,0,2,2,19,,6,1,1.0,41,0.15600624024961,False,False,96.0,11
Bad,78,97.0,13,51,14,0,0,93,45.0,7,6,14,0,21,36,0,0,20,65.0,2,3,0.0,71,0.15600624024961,True,False,100.0,9
Good,73,166.0,1,54,21,0,0,100,122.0,7,7,26,5,69,0,1,1,70,90.0,4,12,2.0,94,0.15600624024961,False,False,81.0,24
Good,70,395.0,3,72,45,0,0,100,122.0,7,7,66,1,30,1,3,3,33,100.0,9,2,1.0,85,0.15600624024961,False,False,68.0,56
Bad,68,237.0,1,120,26,0,0,96,21.0,7,6,28,1,43,36,4,4,64,26.0,9,3,2.0,75,0.15600624024961,True,False,93.0,21
Bad,65,201.0,3,97,26,1,1,85,18.0,7,6,26,4,38,1,3,3,60,,3,2,2.0,83,0.15600624024961,True,False,100.0,21
Good,84,144.0,8,64,16,0,0,100,122.0,7,7,16,1,44,36,0,0,16,75.0,3,2,0.0,86,0.15600624024961,False,False,100.0,13
Good,78,298.0,2,127,27,0,0,97,77.0,7,6,29,1,45,0,0,0,62,79.0,5,4,0.0,90,0.15600624024961,True,False,93.0,26
Good,87,210.0,19,110,8,0,0,100,122.0,7,7,10,0,50,18,0,0,19,,2,1,0.0,60,0.15600624024961,False,False,80.0,6
Bad,56,89.0,6,38,26,1,0,93,4.0,5,5,27,2,26,11,0,0,49,60.0,9,4,1.0,94,0.5319148936170213,True,True,96.0,25
Bad,44,59.0,2,26,18,3,2,81,3.0,4,4,23,3,36,0,5,5,77,58.0,5,5,0.0,77,0.5319148936170213,True,True,78.0,17
Bad,65,340.0,2,81,49,0,0,89,5.0,6,6,56,3,25,0,9,8,6,86.0,9,5,1.0,56,0.5319148936170213,True,True,88.0,31
Good,88,199.0,6,78,13,0,0,100,122.0,7,7,14,1,14,36,0,0,14,,2,2,0.0,67,0.15600624024961,False,False,93.0,9
Bad,54,235.0,7,79,25,1,0,79,2.0,5,5,29,2,14,6,0,0,48,62.0,5,3,3.0,67,0.5319148936170213,True,True,86.0,19
Good,88,227.0,5,91,13,0,0,100,122.0,7,7,13,1,15,4,1,1,1,,1,2,0.0,25,0.15600624024961,False,False,100.0,3
Bad,71,146.0,4,52,17,1,1,89,14.0,7,2,46,3,22,36,2,2,33,92.0,4,2,1.0,86,0.15600624024961,True,False,37.0,39
Good,56,329.0,5,20,11,0,0,100,122.0,7,7,18,2,36,36,3,3,73,55.0,6,3,3.0,100,0.15600624024961,False,False,61.0,18
Good,70,193.0,2,57,22,0,0,100,122.0,7,7,23,2,22,18,0,0,53,80.0,6,4,1.0,63,0.15600624024961,False,False,96.0,14
Good,75,230.0,2,95,19,0,0,100,122.0,7,7,21,3,33,0,2,2,47,,6,1,1.0,70,0.15600624024961,False,False,90.0,14
Good,73,192.0,6,74,27,0,0,100,122.0,7,7,27,1,41,0,1,1,24,,6,4,2.0,59,0.15600624024961,False,False,100.0,15
Good,79,117.0,15,59,31,0,0,97,53.0,7,6,31,0,29,0,1,1,0,60.0,0,4,0.0,67,0.15600624024961,True,False,100.0,20
Bad,83,250.0,3,107,22,0,0,96,48.0,7,6,24,1,50,36,1,1,15,64.0,5,3,0.0,80,0.15600624024961,True,False,92.0,19
Bad,37,263.0,4,80,26,1,1,78,0.0,4,4,27,3,22,0,2,2,71,44.0,7,2,2.0,69,0.5319148936170213,True,True,96.0,18
Bad,72,261.0,27,131,16,1,1,94,13.0,7,6,16,0,25,36,0,0,11,,1,1,0.0,29,0.15600624024961,True,False,100.0,4
Good,84,315.0,7,150,20,0,0,95,42.0,7,6,20,1,25,0,0,0,13,89.0,5,2,0.0,64,0.15600624024961,True,False,100.0,12
Good,80,261.0,8,104,22,0,0,100,122.0,7,7,22,1,59,36,1,1,39,76.0,3,2,1.0,71,0.15600624024961,False,False,100.0,15
Bad,73,170.0,0,46,42,0,0,100,122.0,7,7,45,7,33,0,5,4,33,23.0,3,3,1.0,60,0.15600624024961,False,False,93.0,27
Bad,75,31.0,8,15,5,0,0,100,122.0,7,7,5,3,20,36,1,1,12,,3,1,0.0,100,0.15600624024961,False,False,100.0,5
Bad,62,69.0,5,24,8,1,1,89,33.0,7,6,9,3,33,1,2,2,92,,4,2,3.0,67,0.15600624024961,True,False,89.0,6
Bad,83,242.0,1,92,35,0,0,100,122.0,7,7,36,3,11,1,2,2,8,52.0,6,3,0.0,36,0.15600624024961,False,False,97.0,12
Good,85,128.0,2,62,17,0,0,100,122.0,7,7,19,3,61,36,5,5,2,93.0,1,2,0.0,75,0.15600624024961,False,False,89.0,14
Bad,81,158.0,13,71,34,0,0,97,42.0,7,6,37,0,42,1,1,1,9,86.0,3,5,0.0,47,0.15600624024961,True,False,92.0,17
Good,89,131.0,29,60,6,0,0,100,122.0,7,7,6,0,17,0,0,0,5,,1,1,0.0,40,0.15600624024961,False,False,100.0,2
Bad,68,144.0,4,58,24,0,0,100,122.0,7,7,24,3,38,0,0,0,81,82.0,8,4,2.0,100,0.15600624024961,False,False,100.0,24
Good,59,82.0,2,25,30,1,0,97,46.0,7,5,32,9,31,1,1,1,50,71.0,13,6,2.0,83,0.15600624024961,True,False,94.0,26
Bad,75,97.0,29,68,17,0,0,100,122.0,7,7,17,0,47,0,1,1,27,59.0,3,3,0.5,100,0.15600624024961,False,False,100.0,17
Good,89,421.0,7,136,19,0,0,100,122.0,7,7,28,1,16,0,0,0,4,,3,2,0.0,30,0.15600624024961,False,False,68.0,8
Bad,58,58.0,3,22,16,0,0,100,122.0,7,7,16,5,19,0,4,4,66,95.0,10,2,2.0,86,0.15600624024961,False,False,100.0,13
Bad,55,208.0,6,75,49,1,1,94,1.0,6,6,50,1,20,0,0,0,5,,4,3,1.0,41,0.5319148936170213,True,True,98.0,20
Good,81,119.0,6,54,15,0,0,100,122.0,7,7,16,1,20,36,0,0,26,,4,1,0.0,56,0.15600624024961,False,False,94.0,8
Bad,74,47.0,13,28,6,0,0,100,122.0,7,7,7,0,43,0,0,0,27,47.0,1,2,0.5,100,0.15600624024961,False,False,86.0,7
Bad,83,195.0,4,94,18,0,0,100,122.0,7,7,18,2,28,4,1,1,25,56.0,2,2,0.0,44,0.15600624024961,False,False,100.0,7
Bad,55,343.0,6,101,44,1,1,96,2.0,3,3,47,2,28,0,1,1,86,54.0,13,7,9.0,84,0.5319148936170213,True,True,94.0,39
Good,78,253.0,0,110,37,0,0,100,122.0,7,7,39,3,18,1,1,1,21,52.0,13,2,0.0,59,0.15600624024961,False,False,95.0,23
Bad,55,127.0,9,60,28,2,0,80,7.0,5,5,30,2,47,0,0,0,69,142.0,7,9,1.0,89,0.5319148936170213,True,True,93.0,26
Good,91,232.0,80,141,14,0,0,100,122.0,7,7,22,0,0,9,0,0,2,,2,2,0.0,33,0.15600624024961,False,False,64.0,7
Bad,61,187.0,8,46,26,4,0,88,38.0,7,5,33,1,36,0,5,5,60,77.0,7,2,3.0,75,0.15600624024961,True,False,79.0,24
Good,86,350.0,19,121,15,0,0,100,122.0,7,7,16,0,44,0,1,1,12,,2,2,0.0,33,0.15600624024961,False,False,94.0,5
Good,79,196.0,4,65,10,0,0,100,122.0,7,7,67,1,55,10,0,0,27,50.0,1,2,0.5,100,0.15600624024961,False,False,15.0,67
Bad,64,207.0,25,77,11,2,2,82,13.0,7,6,11,0,36,36,2,2,57,22.0,2,2,0.0,71,0.15600624024961,True,False,100.0,7
Good,81,151.0,19,82,21,1,0,95,57.5,7,5,22,0,23,0,0,0,1,46.0,1,4,0.0,100,0.15600624024961,True,False,95.0,22
Bad,61,183.0,5,68,2,1,0,67,10.0,5,5,3,1,33,36,2,2,108,,1,1,1.0,67,0.5319148936170213,True,True,67.0,2
Bad,62,62.0,5,40,13,1,1,79,9.0,4,4,14,1,50,0,0,0,66,89.0,3,2,1.0,71,0.5319148936170213,True,True,93.0,9
Bad,82,511.0,20,168,20,0,0,100,122.0,7,7,20,0,25,36,0,0,16,,3,1,1.0,40,0.15600624024961,False,False,100.0,8
Bad,58,163.0,6,101,20,3,1,71,16.0,7,5,24,2,29,2,4,4,86,,5,2,2.0,67,0.15600624024961,True,False,83.0,16
Bad,83,122.0,13,35,11,0,0,100,122.0,7,7,11,0,36,0,0,0,2,,2,1,0.0,50,0.15600624024961,False,False,100.0,5
Bad,65,79.0,9,40,11,1,0,77,8.0,6,5,13,1,46,0,2,2,0,96.0,0,2,0.5,75,0.5319148936170213,True,True,85.0,9
Bad,71,200.0,3,83,20,0,0,95,16.0,7,6,20,1,25,36,0,0,53,62.0,7,3,1.0,71,0.15600624024961,True,False,100.0,14
Bad,73,139.0,16,61,14,0,0,100,122.0,7,7,14,0,14,0,3,3,59,66.0,6,1,2.0,78,0.15600624024961,False,False,100.0,10
Bad,59,45.0,11,31,10,2,1,73,11.0,5,4,15,1,20,0,0,0,14,,6,1,0.0,88,0.5319148936170213,True,True,67.0,13
Bad,57,179.0,8,75,31,2,0,76,17.0,7,5,34,1,41,0,0,0,73,79.0,5,2,3.0,70,0.15600624024961,True,False,91.0,23
Good,90,528.0,1,210,10,0,0,100,122.0,7,7,11,1,18,2,1,1,2,,2,1,0.0,75,0.15600624024961,False,False,91.0,8
Good,78,175.0,17,88,39,0,0,100,122.0,7,7,40,0,70,5,1,1,33,74.0,3,2,1.0,83,0.15600624024961,False,False,98.0,33
Good,56,447.0,3,145,14,2,2,78,1.0,6,2,18,1,22,0,1,1,32,,3,2,1.0,43,0.5319148936170213,True,True,78.0,7
Bad,86,184.0,15,77,39,0,0,100,122.0,7,7,40,0,18,0,0,0,4,,11,1,0.0,57,0.15600624024961,False,False,98.0,22
Bad,72,211.0,39,121,15,0,0,82,4.0,6,6,15,0,41,12,0,0,43,45.0,3,2,0.0,83,0.5319148936170213,True,True,100.0,12
Bad,70,178.0,6,114,16,0,0,88,12.0,7,6,16,2,31,36,0,0,43,16.0,7,3,3.0,92,0.15600624024961,True,False,100.0,14
Bad,62,102.0,3,51,20,1,0,78,11.0,6,5,23,4,39,0,1,1,56,85.0,3,3,2.0,75,0.5319148936170213,True,True,87.0,17
Bad,70,224.0,21,68,21,0,0,90,23.0,7,6,21,0,38,0,3,3,23,44.0,1,1,0.0,29,0.15600624024961,True,False,100.0,6
Bad,47,150.0,15,78,21,4,2,75,2.0,5,2,28,0,57,0,1,1,77,,5,1,2.0,86,0.5319148936170213,True,True,75.0,24
Good,62,208.0,4,118,16,1,0,89,1.0,6,5,18,2,33,0,1,1,69,66.0,6,4,3.0,100,0.5319148936170213,True,True,89.0,18
Bad,62,132.0,7,69,31,0,0,100,122.0,7,7,33,2,24,0,1,1,87,96.0,7,4,4.0,69,0.15600624024961,False,False,94.0,22
Good,89,261.0,11,105,60,0,0,100,122.0,7,7,64,1,27,36,0,0,0,,3,3,0.0,21,0.15600624024961,False,False,94.0,13
Bad,64,78.0,2,44,20,2,1,91,38.0,7,5,22,3,27,1,7,7,64,55.0,3,2,1.0,71,0.15600624024961,True,False,91.0,15
Good,79,150.0,11,59,27,0,0,100,122.0,7,7,27,1,33,2,4,4,8,77.0,2,3,0.0,50,0.15600624024961,False,False,100.0,13
Bad,61,425.0,34,103,13,4,4,79,37.0,2,3,20,0,58,0,0,0,78,66.0,4,1,1.0,100,0.5319148936170213,True,True,65.0,20
Bad,65,145.0,4,46,36,0,0,94,80.0,7,6,36,4,31,0,1,1,61,74.0,13,6,5.0,84,0.15600624024961,True,False,100.0,30
Good,79,138.0,4,56,26,0,0,100,122.0,7,7,27,3,19,36,0,0,12,,4,2,0.0,70,0.15600624024961,False,False,96.0,18
Bad,67,137.0,1,54,15,0,0,82,38.0,7,6,17,1,24,0,3,2,47,,4,1,1.0,60,0.15600624024961,True,False,88.0,10
Good,86,309.0,8,93,22,0,0,100,122.0,7,7,35,2,23,0,0,0,0,84.0,2,2,0.0,40,0.15600624024961,False,False,63.0,14
Good,83,81.0,10,43,14,0,0,100,122.0,7,7,14,1,43,19,0,0,17,87.0,6,2,0.0,100,0.15600624024961,False,False,100.0,14
Good,86,172.0,14,126,20,0,0,100,122.0,7,7,21,0,43,36,0,0,30,66.0,1,2,0.0,75,0.15600624024961,False,False,95.0,15
Bad,81,336.0,19,68,6,0,0,100,122.0,7,7,10,0,50,18,0,0,73,,1,1,0.0,100,0.15600624024961,False,False,60.0,10
Good,64,166.0,2,58,14,2,0,89,18.0,7,5,19,3,58,3,1,1,41,82.0,3,6,0.0,82,0.15600624024961,True,False,74.0,15
Good,87,296.0,26,120,12,0,0,100,122.0,7,7,14,0,42,0,0,0,17,33.0,2,1,0.0,75,0.15600624024961,False,False,86.0,10
Bad,61,209.0,1,89,34,2,2,83,10.0,2,2,41,3,44,0,8,8,35,46.0,8,4,1.0,76,0.5319148936170213,True,True,83.0,31
Bad,57,129.0,4,63,32,0,0,84,23.0,7,6,32,5,31,0,3,3,82,73.0,4,4,3.0,73,0.15600624024961,True,False,100.0,23
Bad,65,478.0,12,97,44,0,0,89,1.0,6,6,47,0,32,0,9,9,63,,9,2,6.0,60,0.5319148936170213,True,True,94.0,28
Good,67,344.0,4,171,24,0,0,96,57.0,7,6,26,3,31,0,0,0,77,68.0,6,3,4.0,71,0.15600624024961,True,False,92.0,18
Good,88,206.0,7,83,23,0,0,100,122.0,7,7,25,2,44,23,0,0,18,89.0,1,2,0.0,60,0.15600624024961,False,False,92.0,15
Good,90,359.0,14,110,9,0,0,100,122.0,7,7,9,0,33,0,0,0,3,,1,1,0.0,100,0.15600624024961,False,False,100.0,9
Good,78,155.0,5,70,20,0,0,100,122.0,7,7,20,1,20,0,1,1,41,22.0,2,3,1.0,63,0.15600624024961,False,False,100.0,12
Bad,64,129.0,50,80,11,1,1,88,21.0,7,6,18,0,59,0,0,0,85,,2,2,0.0,75,0.15600624024961,True,False,61.0,13
Good,89,219.0,2,75,11,0,0,100,122.0,7,7,12,1,17,0,0,0,4,,3,1,0.0,57,0.15600624024961,False,False,92.0,6
Good,65,140.0,8,65,8,0,0,88,52.0,7,6,8,1,13,0,2,2,91,,2,1,2.0,75,0.15600624024961,True,False,100.0,6
Bad,84,116.0,4,68,22,0,0,100,122.0,7,7,22,1,55,19,0,0,17,32.0,2,6,0.0,89,0.15600624024961,False,False,100.0,19
Good,80,228.0,3,80,33,0,0,100,122.0,7,7,33,3,36,36,3,3,22,23.0,5,4,2.0,82,0.15600624024961,False,False,100.0,27
Bad,63,142.0,10,78,16,1,0,76,5.0,5,5,17,2,47,15,0,0,59,51.0,3,2,2.0,83,0.5319148936170213,True,True,94.0,14
Good,82,181.0,8,85,12,0,0,100,122.0,7,7,12,1,33,0,0,0,24,,3,1,0.0,57,0.15600624024961,False,False,100.0,6
Good,72,179.0,2,57,30,0,0,100,122.0,7,7,31,2,42,2,1,1,50,91.0,7,4,3.0,73,0.15600624024961,False,False,97.0,22
Good,86,329.0,3,135,15,0,0,100,122.0,7,7,15,1,20,10,0,0,0,77.0,2,2,0.0,67,0.15600624024961,False,False,100.0,10
Good,80,330.0,7,45,19,0,0,100,122.0,7,7,28,2,32,10,1,1,1,,1,2,0.0,50,0.15600624024961,False,False,68.0,14
Good,88,277.0,10,127,24,0,0,100,122.0,7,7,25,1,40,12,0,0,2,86.0,3,2,0.0,45,0.15600624024961,False,False,96.0,11
Bad,62,489.0,6,147,17,0,0,67,10.0,6,6,21,1,19,0,3,3,46,,6,1,2.0,62,0.5319148936170213,True,True,81.0,13
Good,85,386.0,2,125,25,0,0,96,34.0,7,6,49,1,39,1,1,1,2,72.0,4,3,0.0,64,0.15600624024961,True,False,51.0,31
Bad,61,108.0,1,64,3,0,0,67,79.0,7,6,8,2,50,0,4,4,81,81.0,1,1,1.0,75,0.15600624024961,True,False,38.0,6
Good,85,141.0,15,77,25,0,0,96,30.0,7,6,32,0,12,11,0,0,1,,3,1,0.0,50,0.15600624024961,True,False,78.0,16
Good,60,182.0,9,87,19,1,1,84,8.0,6,6,20,1,21,0,0,0,93,60.0,8,2,4.0,100,0.5319148936170213,True,True,95.0,20
Good,70,98.0,5,59,31,0,0,97,36.0,7,6,35,3,26,36,5,5,19,95.0,4,2,1.0,50,0.15600624024961,True,False,89.0,17
Bad,61,395.0,30,103,8,0,0,73,2.0,6,6,11,0,18,0,0,0,79,,5,2,2.0,100,0.5319148936170213,True,True,73.0,11
Bad,58,87.0,2,42,34,0,0,100,122.0,7,7,42,2,34,36,5,4,70,92.0,12,3,2.0,75,0.15600624024961,False,False,81.0,31
Good,61,274.0,7,103,27,0,0,79,2.0,6,6,29,1,17,0,0,0,33,47.0,11,2,3.0,76,0.5319148936170213,True,True,93.0,22
Bad,63,282.0,2,106,19,5,4,80,23.0,7,4,26,1,44,0,0,0,12,,1,1,0.0,67,0.15600624024961,True,False,73.0,17
Bad,73,19.0,2,9,2,0,0,100,122.0,7,7,3,2,33,0,8,7,15,,1,1,0.0,67,0.15600624024961,False,False,67.0,2
Bad,72,7.0,4,6,2,0,0,100,122.0,7,7,2,2,0,0,4,4,66,,2,2,0.0,100,0.15600624024961,False,False,100.0,2
Bad,62,156.0,2,63,31,1,1,97,5.0,2,2,33,3,18,0,0,0,3,,3,2,0.0,42,0.5319148936170213,True,True,94.0,13
Good,70,191.0,6,65,12,2,1,73,26.0,7,4,16,2,40,0,0,0,7,,2,2,0.0,67,0.15600624024961,True,False,75.0,10
Bad,65,296.0,28,139,8,1,1,89,4.0,2,2,9,0,22,0,0,0,40,,5,2,0.0,100,0.5319148936170213,True,True,89.0,9
Good,75,187.0,7,95,22,0,0,100,122.0,7,7,24,2,50,0,0,0,46,54.0,3,3,1.0,67,0.15600624024961,False,False,92.0,16
Bad,78,41.0,3,16,3,0,0,100,122.0,7,7,3,2,67,36,16,16,0,,0,1,0.5,50,0.15600624024961,False,False,100.0,1
Bad,75,193.0,3,52,23,1,0,96,43.0,7,2,24,2,29,0,0,0,27,,9,1,1.0,67,0.15600624024961,True,False,96.0,16
Bad,60,85.0,14,54,16,3,3,68,25.0,7,3,23,0,47,2,1,1,23,49.0,3,3,2.0,50,0.15600624024961,True,False,70.0,11
Bad,66,165.0,6,74,36,1,1,92,26.0,7,6,36,4,42,0,2,2,27,95.0,1,3,0.0,33,0.15600624024961,True,False,100.0,11
Good,76,260.0,3,94,42,1,1,98,64.0,7,3,85,7,27,3,8,8,14,,5,2,1.0,50,0.15600624024961,True,False,49.0,42
Bad,68,141.0,1,62,26,1,1,93,15.0,7,2,28,1,11,0,2,0,39,1.0,5,2,1.0,50,0.15600624024961,True,False,93.0,14
Good,69,183.0,7,46,21,1,1,86,20.0,7,2,22,2,45,0,1,1,36,75.0,1,4,0.0,56,0.15600624024961,True,False,95.0,12
Good,80,187.0,2,93,18,0,0,100,122.0,7,7,19,1,26,0,0,0,31,,3,1,2.0,63,0.15600624024961,False,False,95.0,11
Bad,73,345.0,11,74,25,0,0,92,34.0,7,6,25,1,20,0,0,0,54,46.0,6,2,3.0,62,0.15600624024961,True,False,100.0,15
Good,87,151.0,5,82,29,0,0,100,122.0,7,7,33,3,73,10,0,0,9,60.0,1,6,0.0,70,0.15600624024961,False,False,88.0,23
Good,80,233.0,3,106,28,0,0,97,2.0,6,6,30,4,37,2,3,3,4,98.0,4,2,0.0,86,0.5319148936170213,True,True,93.0,25
Bad,70,83.0,7,48,7,1,0,88,40.0,7,5,8,1,13,2,1,1,38,,3,1,0.0,67,0.15600624024961,True,False,88.0,5
Good,89,447.0,10,136,6,0,0,100,122.0,7,7,7,1,43,11,0,0,13,,1,1,0.0,67,0.15600624024961,False,False,86.0,4
Good,82,207.0,21,94,15,0,0,100,122.0,7,7,16,0,44,0,1,1,31,59.0,4,2,0.0,100,0.15600624024961,False,False,94.0,16
Bad,79,58.0,5,26,10,0,0,100,122.0,7,7,10,3,30,36,2,2,26,,1,2,0.0,20,0.15600624024961,False,False,100.0,2
Good,80,173.0,8,62,17,0,0,100,122.0,7,7,18,2,67,0,1,1,21,93.0,3,3,0.0,100,0.15600624024961,False,False,94.0,18
Good,72,253.0,2,70,30,1,0,94,55.0,7,5,34,5,38,3,2,2,15,99.0,8,3,0.0,67,0.15600624024961,True,False,88.0,22
Bad,74,149.0,3,36,14,0,0,100,122.0,7,7,14,4,50,0,1,1,32,25.0,3,5,0.0,80,0.15600624024961,False,False,100.0,11
Bad,55,168.0,4,71,4,2,2,40,5.0,4,4,5,1,20,0,2,2,0,,0,2,0.5,0,0.5319148936170213,True,True,80.0,0
Bad,61,74.0,14,59,20,2,2,90,16.0,2,6,23,0,5,0,0,0,19,,4,1,1.0,31,0.5319148936170213,True,True,87.0,7
Good,75,197.0,7,55,14,0,0,100,122.0,7,7,14,1,36,36,0,0,70,45.0,3,2,1.0,100,0.15600624024961,False,False,100.0,14
Good,83,238.0,3,128,54,0,0,100,122.0,7,7,56,2,27,3,1,1,8,27.0,4,3,1.0,47,0.15600624024961,False,False,96.0,26
Bad,79,244.0,2,93,8,1,1,82,26.0,7,4,11,3,18,0,1,1,15,,4,1,0.0,86,0.15600624024961,True,False,73.0,9
Bad,78,131.0,12,74,8,0,0,100,122.0,7,7,8,0,25,0,1,1,46,,2,1,1.0,75,0.15600624024961,False,False,100.0,6
Good,87,129.0,2,77,15,0,0,100,122.0,7,7,16,2,19,0,0,0,6,,3,1,0.0,40,0.15600624024961,False,False,94.0,6
Bad,65,304.0,1,89,39,1,1,93,1.0,6,6,40,2,8,0,1,1,18,76.0,11,2,0.0,46,0.5319148936170213,True,True,98.0,18
Bad,74,338.0,17,111,17,0,0,53,4.0,6,6,20,0,30,0,1,1,6,,3,2,0.0,43,0.5319148936170213,True,True,85.0,8
Bad,61,43.0,3,23,25,0,0,100,122.0,7,7,25,6,0,0,6,3,44,,12,2,3.0,52,0.15600624024961,False,False,100.0,13
Good,74,319.0,2,75,30,0,0,100,122.0,7,7,31,4,29,2,5,5,37,77.0,6,5,0.0,69,0.15600624024961,False,False,97.0,21
Bad,59,152.0,8,50,23,4,2,79,29.0,7,2,29,4,41,0,0,0,70,93.0,8,3,1.0,100,0.15600624024961,True,False,79.0,29
Bad,72,141.0,1,66,10,0,0,83,15.0,7,6,12,2,25,0,1,1,49,94.0,2,1,1.0,33,0.15600624024961,True,False,83.0,3
Bad,62,140.0,10,75,6,4,2,50,6.0,3,2,10,1,50,0,2,2,52,89.0,2,2,1.0,100,0.5319148936170213,True,True,60.0,10
Good,79,421.0,3,66,15,0,0,100,122.0,7,7,15,1,40,0,0,0,46,63.0,2,2,2.0,50,0.15600624024961,False,False,100.0,7
Good,85,127.0,9,58,22,0,0,100,122.0,7,7,22,2,50,0,0,0,2,,1,1,0.0,33,0.15600624024961,False,False,100.0,7
Bad,55,25.0,5,14,9,0,0,100,122.0,7,7,9,5,56,0,1,1,97,93.0,3,2,2.0,100,0.15600624024961,False,False,100.0,9
Good,71,141.0,3,45,40,1,0,98,20.0,7,5,41,8,61,0,0,0,33,121.0,2,14,1.0,73,0.15600624024961,True,False,98.0,29
Good,90,234.0,6,128,32,0,0,100,122.0,7,7,32,2,38,36,0,0,1,78.0,2,2,0.0,57,0.15600624024961,False,False,100.0,18
